Timestamp,Agitation [rpm],Airflow [mL/s],DO [%],Temp [C],pH,Feed pump [ml/hr],Base Pump [mL/hr],Antifoam Pump [mL/hr],_EFT
2019-10-18 16:22:19.819433,1003.74,59.92,100.11,32.04,7.2002,0,0,0,0:25:00
2019-10-18 16:23:19.819433,999.75,60.27,99.65,31.86,7.1994,0,0,0,0:26:00
2019-10-18 16:24:19.819433,1001.38,59.81,100.28,31.96,7.2034,0,0,0,0:27:00
2019-10-18 16:25:19.819433,999.63,60.21,99.67,32.13,7.1975,0,0,0,0:28:00
2019-10-18 16:26:19.819433,999.83,60.06,99.66,32.08,7.1996,0,0,0,0:29:00
2019-10-18 16:27:19.819433,999.43,60.0,99.59,32.05,7.1989,0,0,0,0:30:00
2019-10-18 16:28:19.819433,997.0,60.21,100.07,31.94,7.203,0,0,0,0:31:00
2019-10-18 16:29:19.819433,1003.74,59.86,100.39,32.09,7.1996,0,0,0,0:32:00
2019-10-18 16:30:19.819433,1001.55,60.07,100.27,32.09,7.1973,0,0,0,0:33:00
2019-10-18 16:31:19.819433,999.26,59.74,100.3,32.07,7.1968,0,0,0,0:34:00
2019-10-18 16:32:19.819433,997.0,59.92,100.2,32.04,7.198,0,0,0,0:35:00
2019-10-18 16:33:19.819433,999.88,60.06,100.05,32.11,7.197,0,0,0,0:36:00
2019-10-18 16:34:19.819433,1002.25,60.09,100.4,32.04,7.1972,0,0,0,0:37:00
2019-10-18 16:35:19.819433,995.16,59.86,100.14,32.02,7.1966,0,0,0,0:38:00
2019-10-18 16:36:19.819433,999.77,60.08,100.17,31.84,7.1976,0,0,0,0:39:00
2019-10-18 16:37:19.819433,996.31,59.75,100.21,32.11,7.203,0,0,0,0:40:00
2019-10-18 16:38:19.819433,1003.6,60.27,100.06,32.11,7.2009,0,0,0,0:41:00
2019-10-18 16:39:19.819433,995.98,59.8,99.45,32.04,7.2031,0,0,0,0:42:00
2019-10-18 16:40:19.819433,998.43,60.03,99.55,32.15,7.1998,0,0,0,0:43:00
2019-10-18 16:41:19.819433,998.57,59.71,100.01,31.91,7.1999,0,0,0,0:44:00
2019-10-18 16:42:19.819433,999.44,60.1,99.54,32.03,7.2032,0,0,0,0:45:00
2019-10-18 16:43:19.819433,1002.84,60.03,99.7,31.98,7.2012,0,0,0,0:46:00
2019-10-18 16:44:19.819433,1004.62,59.85,99.81,31.86,7.2002,0,0,0,0:47:00
2019-10-18 16:45:19.819433,995.28,59.98,99.73,32.07,7.2018,0,0,0,0:48:00
2019-10-18 16:46:19.819433,1003.93,60.17,100.32,32.15,7.2004,0,0,0,0:49:00
2019-10-18 16:47:19.819433,1001.91,59.83,100.38,31.93,7.2013,0,0,0,0:50:00
2019-10-18 16:48:19.819433,1001.15,59.92,99.66,31.91,7.2036,0,0,0,0:51:00
2019-10-18 16:49:19.819433,1004.14,59.86,100.27,32.02,7.1978,0,0,0,0:52:00
2019-10-18 16:50:19.819433,995.75,60.03,99.39,32.12,7.1981,0,0,0,0:53:00
2019-10-18 16:51:19.819433,996.71,60.11,99.55,32.06,7.1977,0,0,0,0:54:00
2019-10-18 16:52:19.819433,1000.18,59.82,100.04,31.96,7.1983,0,0,0,0:55:00
2019-10-18 16:53:19.819433,996.56,59.7,99.98,31.89,7.2026,0,0,0,0:56:00
2019-10-18 16:54:19.819433,1002.83,59.85,99.51,31.86,7.2006,0,0,0,0:57:00
2019-10-18 16:55:19.819433,998.0,60.07,99.81,32.07,7.2014,0,0,0,0:58:00
2019-10-18 16:56:19.819433,1001.24,60.25,100.12,31.91,7.2009,0,0,0,0:59:00
2019-10-18 16:57:19.819433,1004.38,60.26,99.85,32.07,7.1969,0,0,0,1:00:00
2019-10-18 16:58:19.819433,1003.18,59.88,99.77,31.9,7.2029,0,0,0,1:01:00
2019-10-18 16:59:19.819433,1001.87,59.93,99.8,32.06,7.2023,0,0,0,1:02:00
2019-10-18 17:00:19.819433,998.76,59.85,99.89,32.03,7.1989,0,0,0,1:03:00
2019-10-18 17:01:19.819433,996.93,60.21,100.1,32.01,7.1977,0,0,0,1:04:00
2019-10-18 17:02:19.819433,1003.24,60.15,100.27,31.88,7.1991,0,0,0,1:05:00
2019-10-18 17:03:19.819433,999.01,60.21,99.38,32.16,7.2,0,0,0,1:06:00
2019-10-18 17:04:19.819433,1000.48,60.25,99.56,32.01,7.202,0,0,0,1:07:00
2019-10-18 17:05:19.819433,1004.81,59.73,99.97,32.15,7.2028,0,0,0,1:08:00
2019-10-18 17:06:19.819433,998.22,59.84,100.23,31.93,7.1986,0,0,0,1:09:00
2019-10-18 17:07:19.819433,996.99,59.73,99.64,31.88,7.1986,0,0,0,1:10:00
2019-10-18 17:08:19.819433,997.1,60.19,100.02,32.16,7.2034,0,0,0,1:11:00
2019-10-18 17:09:19.819433,1004.55,60.0,100.17,31.91,7.2004,0,0,0,1:12:00
2019-10-18 17:10:19.819433,996.86,59.86,99.84,32.0,7.2031,0,0,0,1:13:00
2019-10-18 17:11:19.819433,1000.69,59.95,99.36,32.03,7.2009,0,0,0,1:14:00
2019-10-18 17:12:19.819433,1002.5,60.23,99.45,32.14,7.2024,0,0,0,1:15:00
2019-10-18 17:13:19.819433,1004.84,60.03,99.97,32.1,7.2002,0,0,0,1:16:00
2019-10-18 17:14:19.819433,1003.01,59.85,99.86,31.95,7.2028,0,0,0,1:17:00
2019-10-18 17:15:19.819433,998.25,59.7,99.34,31.95,7.2008,0,0,0,1:18:00
2019-10-18 17:16:19.819433,996.25,60.27,99.98,32.1,7.1973,0,0,0,1:19:00
2019-10-18 17:17:19.819433,1001.86,59.83,100.26,32.06,7.1986,0,0,0,1:20:00
2019-10-18 17:18:19.819433,1002.54,59.94,100.07,31.93,7.2,0,0,0,1:21:00
2019-10-18 17:19:19.819433,1002.68,60.27,99.5,32.07,7.1965,0,0,0,1:22:00
2019-10-18 17:20:19.819433,997.8,59.83,99.95,32.02,7.2028,0,0,0,1:23:00
2019-10-18 17:21:19.819433,999.99,59.97,100.04,32.11,7.1973,0,0,0,1:24:00
2019-10-18 17:22:19.819433,1004.29,59.92,99.46,32.07,7.2016,0,0,0,1:25:00
2019-10-18 17:23:19.819433,1000.08,60.21,100.0,31.98,7.2005,0,0,0,1:26:00
2019-10-18 17:24:19.819433,999.48,60.15,100.07,32.06,7.2009,0,0,0,1:27:00
2019-10-18 17:25:19.819433,1001.69,59.8,99.41,32.16,7.2029,0,0,0,1:28:00
2019-10-18 17:26:19.819433,999.58,60.23,99.67,31.97,7.1995,0,0,0,1:29:00
2019-10-18 17:27:19.819433,1004.03,59.89,99.92,31.91,7.2015,0,0,0,1:30:00
2019-10-18 17:28:19.819433,997.73,59.9,99.82,32.07,7.1992,0,0,0,1:31:00
2019-10-18 17:29:19.819433,1002.15,60.01,100.1,31.88,7.1994,0,0,0,1:32:00
2019-10-18 17:30:19.819433,999.87,60.18,99.52,32.14,7.1985,0,0,0,1:33:00
2019-10-18 17:31:19.819433,998.25,59.88,99.82,31.89,7.1976,0,0,0,1:34:00
2019-10-18 17:32:19.819433,1000.41,59.87,99.65,32.05,7.2,0,0,0,1:35:00
2019-10-18 17:33:19.819433,1003.82,59.85,99.73,32.09,7.1998,0,0,0,1:36:00
2019-10-18 17:34:19.819433,1000.84,60.21,99.27,31.92,7.2023,0,0,0,1:37:00
2019-10-18 17:35:19.819433,995.02,60.01,100.22,31.93,7.2009,0,0,0,1:38:00
2019-10-18 17:36:19.819433,1000.97,60.26,99.42,32.14,7.2001,0,0,0,1:39:00
2019-10-18 17:37:19.819433,999.04,59.91,99.7,32.12,7.1971,0,0,0,1:40:00
2019-10-18 17:38:19.819433,1000.5,59.83,100.16,32.02,7.1969,0,0,0,1:41:00
2019-10-18 17:39:19.819433,996.63,60.06,99.62,31.87,7.2015,0,0,0,1:42:00
2019-10-18 17:40:19.819433,1003.43,59.73,99.62,31.9,7.1965,0,0,0,1:43:00
2019-10-18 17:41:19.819433,1000.6,59.98,99.47,32.1,7.2008,0,0,0,1:44:00
2019-10-18 17:42:19.819433,996.11,60.11,99.61,31.93,7.1967,0,0,0,1:45:00
2019-10-18 17:43:19.819433,1004.57,59.98,99.79,32.14,7.2,0,0,0,1:46:00
2019-10-18 17:44:19.819433,996.9,60.1,99.23,32.11,7.1996,0,0,0,1:47:00
2019-10-18 17:45:19.819433,1001.31,59.76,100.16,31.94,7.1966,0,0,0,1:48:00
2019-10-18 17:46:19.819433,995.8,60.21,99.75,31.97,7.2032,0,0,0,1:49:00
2019-10-18 17:47:19.819433,995.73,60.03,99.81,32.07,7.2029,0,0,0,1:50:00
2019-10-18 17:48:19.819433,1002.93,59.78,99.19,31.99,7.1986,0,0,0,1:51:00
2019-10-18 17:49:19.819433,998.63,59.86,99.5,31.91,7.1981,0,0,0,1:52:00
2019-10-18 17:50:19.819433,998.2,59.97,99.4,32.11,7.1984,0,0,0,1:53:00
2019-10-18 17:51:19.819433,1000.61,60.22,99.61,32.03,7.1975,0,0,0,1:54:00
2019-10-18 17:52:19.819433,1002.69,59.72,99.22,32.06,7.1997,0,0,0,1:55:00
2019-10-18 17:53:19.819433,999.38,59.93,100.06,31.87,7.1977,0,0,0,1:56:00
2019-10-18 17:54:19.819433,1000.5,60.11,99.65,31.92,7.2033,0,0,0,1:57:00
2019-10-18 17:55:19.819433,997.82,60.01,100.05,32.08,7.2012,0,0,0,1:58:00
2019-10-18 17:56:19.819433,1004.55,59.93,99.95,31.96,7.197,0,0,0,1:59:00
2019-10-18 17:57:19.819433,999.82,60.28,99.95,31.94,7.2018,0,0,0,2:00:00
2019-10-18 17:58:19.819433,1000.47,59.75,99.66,31.97,7.2023,0,0,0,2:01:00
2019-10-18 17:59:19.819433,996.01,59.76,99.46,31.89,7.1997,0,0,0,2:02:00
2019-10-18 18:00:19.819433,1004.55,59.77,100.03,31.91,7.2016,0,0,0,2:03:00
2019-10-18 18:01:19.819433,995.87,60.19,99.79,32.1,7.203,0,0,0,2:04:00
2019-10-18 18:02:19.819433,995.38,59.9,99.17,32.08,7.1978,0,0,0,2:05:00
2019-10-18 18:03:19.819433,995.37,60.1,99.51,31.99,7.1965,0,0,0,2:06:00
2019-10-18 18:04:19.819433,997.71,59.87,99.29,31.92,7.2026,0,0,0,2:07:00
2019-10-18 18:05:19.819433,999.94,59.98,100.03,31.86,7.201,0,0,0,2:08:00
2019-10-18 18:06:19.819433,996.02,60.23,99.34,31.95,7.1965,0,0,0,2:09:00
2019-10-18 18:07:19.819433,999.62,59.89,99.22,32.13,7.1978,0,0,0,2:10:00
2019-10-18 18:08:19.819433,1001.56,59.88,99.16,32.16,7.1985,0,0,0,2:11:00
2019-10-18 18:09:19.819433,999.65,59.73,99.33,31.86,7.1973,0,0,0,2:12:00
2019-10-18 18:10:19.819433,997.77,60.0,100.02,32.14,7.203,0,0,0,2:13:00
2019-10-18 18:11:19.819433,1003.31,59.82,99.36,32.02,7.2004,0,0,0,2:14:00
2019-10-18 18:12:19.819433,1000.98,60.07,99.6,31.98,7.1998,0,0,0,2:15:00
2019-10-18 18:13:19.819433,1004.3,59.95,99.99,32.06,7.2016,0,0,0,2:16:00
2019-10-18 18:14:19.819433,1000.51,60.09,99.05,32.06,7.2015,0,0,0,2:17:00
2019-10-18 18:15:19.819433,1004.81,60.24,99.15,32.03,7.2017,0,0,0,2:18:00
2019-10-18 18:16:19.819433,1004.25,59.87,99.49,31.92,7.1999,0,0,0,2:19:00
2019-10-18 18:17:19.819433,1001.45,60.13,99.01,31.93,7.198,0,0,0,2:20:00
2019-10-18 18:18:19.819433,1000.01,60.15,99.46,32.04,7.1966,0,0,0,2:21:00
2019-10-18 18:19:19.819433,999.49,60.02,99.11,32.13,7.1967,0,0,0,2:22:00
2019-10-18 18:20:19.819433,996.96,60.23,99.4,31.96,7.2026,0,0,0,2:23:00
2019-10-18 18:21:19.819433,1002.41,60.26,99.2,32.1,7.1986,0,0,0,2:24:00
2019-10-18 18:22:19.819433,997.24,60.15,99.45,32.14,7.1996,0,0,0,2:25:00
2019-10-18 18:23:19.819433,995.97,59.82,99.6,32.06,7.2033,0,0,0,2:26:00
2019-10-18 18:24:19.819433,996.97,59.96,99.11,31.97,7.2027,0,0,0,2:27:00
2019-10-18 18:25:19.819433,1000.63,59.82,99.74,31.94,7.2019,0,0,0,2:28:00
2019-10-18 18:26:19.819433,1003.32,60.27,99.37,31.97,7.199,0,0,0,2:29:00
2019-10-18 18:27:19.819433,997.12,59.79,98.92,31.85,7.1968,0,0,0,2:30:00
2019-10-18 18:28:19.819433,996.87,60.16,99.72,32.03,7.1996,0,0,0,2:31:00
2019-10-18 18:29:19.819433,999.36,60.11,99.8,31.85,7.1989,0,0,0,2:32:00
2019-10-18 18:30:19.819433,1001.79,60.25,99.28,32.12,7.1991,0,0,0,2:33:00
2019-10-18 18:31:19.819433,998.64,59.93,99.66,32.01,7.1994,0,0,0,2:34:00
2019-10-18 18:32:19.819433,1002.44,59.99,99.56,32.08,7.2025,0,0,0,2:35:00
2019-10-18 18:33:19.819433,1003.2,59.87,99.03,31.95,7.1965,0,0,0,2:36:00
2019-10-18 18:34:19.819433,996.99,60.04,99.56,32.08,7.2003,0,0,0,2:37:00
2019-10-18 18:35:19.819433,998.4,60.18,99.77,32.01,7.2005,0,0,0,2:38:00
2019-10-18 18:36:19.819433,1004.73,59.99,99.5,32.11,7.203,0,0,0,2:39:00
2019-10-18 18:37:19.819433,997.77,59.86,98.86,32.14,7.203,0,0,0,2:40:00
2019-10-18 18:38:19.819433,996.15,60.08,98.78,31.86,7.2021,0,0,0,2:41:00
2019-10-18 18:39:19.819433,996.91,59.93,99.42,32.15,7.2013,0,0,0,2:42:00
2019-10-18 18:40:19.819433,997.31,60.16,99.66,31.97,7.1994,0,0,0,2:43:00
2019-10-18 18:41:19.819433,1001.52,59.79,99.54,32.11,7.1968,0,0,0,2:44:00
2019-10-18 18:42:19.819433,1004.54,60.29,99.49,31.99,7.2019,0,0,0,2:45:00
2019-10-18 18:43:19.819433,1004.57,60.2,99.0,32.04,7.2007,0,0,0,2:46:00
2019-10-18 18:44:19.819433,1004.33,60.06,99.49,31.96,7.2008,0,0,0,2:47:00
2019-10-18 18:45:19.819433,998.11,59.79,98.78,31.97,7.1994,0,0,0,2:48:00
2019-10-18 18:46:19.819433,1000.8,60.3,99.31,31.85,7.1981,0,0,0,2:49:00
2019-10-18 18:47:19.819433,1000.39,59.95,99.09,32.11,7.2023,0,0,0,2:50:00
2019-10-18 18:48:19.819433,998.13,60.17,99.0,31.9,7.2029,0,0,0,2:51:00
2019-10-18 18:49:19.819433,998.34,59.83,99.14,32.06,7.2014,0,0,0,2:52:00
2019-10-18 18:50:19.819433,996.29,59.85,98.98,32.01,7.2005,0,0,0,2:53:00
2019-10-18 18:51:19.819433,996.23,60.22,98.69,31.93,7.203,0,0,0,2:54:00
2019-10-18 18:52:19.819433,1004.27,59.95,98.96,32.02,7.203,0,0,0,2:55:00
2019-10-18 18:53:19.819433,1000.29,59.84,99.37,32.1,7.2031,0,0,0,2:56:00
2019-10-18 18:54:19.819433,997.59,60.12,98.87,32.07,7.2023,0,0,0,2:57:00
2019-10-18 18:55:19.819433,1003.26,60.01,98.92,31.87,7.2012,0,0,0,2:58:00
2019-10-18 18:56:19.819433,999.6,60.0,98.95,31.98,7.2029,0,0,0,2:59:00
2019-10-18 18:57:19.819433,1003.36,60.13,99.33,31.87,7.2013,0,0,0,3:00:00
2019-10-18 18:58:19.819433,1002.7,60.25,98.98,32.04,7.1979,0,0,0,3:01:00
2019-10-18 18:59:19.819433,1002.26,59.74,98.52,32.0,7.2008,0,0,0,3:02:00
2019-10-18 19:00:19.819433,996.11,60.23,99.3,31.97,7.1996,0,0,0,3:03:00
2019-10-18 19:01:19.819433,1001.51,59.94,98.64,32.03,7.2008,0,0,0,3:04:00
2019-10-18 19:02:19.819433,995.32,60.01,98.58,31.95,7.2007,0,0,0,3:05:00
2019-10-18 19:03:19.819433,998.45,60.14,99.0,31.96,7.1989,0,0,0,3:06:00
2019-10-18 19:04:19.819433,1004.86,60.07,98.43,32.02,7.2025,0,0,0,3:07:00
2019-10-18 19:05:19.819433,999.12,60.05,99.21,31.85,7.2007,0,0,0,3:08:00
2019-10-18 19:06:19.819433,1002.2,60.09,98.7,31.95,7.2008,0,0,0,3:09:00
2019-10-18 19:07:19.819433,1001.4,59.82,98.69,31.89,7.1999,0,0,0,3:10:00
2019-10-18 19:08:19.819433,1004.1,59.78,98.43,32.11,7.2033,0,0,0,3:11:00
2019-10-18 19:09:19.819433,999.21,59.73,98.55,32.09,7.1978,0,0,0,3:12:00
2019-10-18 19:10:19.819433,997.33,60.19,98.74,32.02,7.2033,0,0,0,3:13:00
2019-10-18 19:11:19.819433,995.35,59.94,98.88,32.02,7.1992,0,0,0,3:14:00
2019-10-18 19:12:19.819433,1001.07,59.84,98.31,32.13,7.1991,0,0,0,3:15:00
2019-10-18 19:13:19.819433,996.79,60.04,98.2,32.11,7.202,0,0,0,3:16:00
2019-10-18 19:14:19.819433,995.8,59.72,98.66,31.96,7.1981,0,0,0,3:17:00
2019-10-18 19:15:19.819433,997.86,60.29,99.08,31.98,7.2015,0,0,0,3:18:00
2019-10-18 19:16:19.819433,1003.67,60.12,99.1,32.03,7.2018,0,0,0,3:19:00
2019-10-18 19:17:19.819433,997.55,60.13,98.28,31.96,7.2016,0,0,0,3:20:00
2019-10-18 19:18:19.819433,996.0,60.09,98.36,32.05,7.2023,0,0,0,3:21:00
2019-10-18 19:19:19.819433,1004.02,59.79,98.37,31.96,7.1973,0,0,0,3:22:00
2019-10-18 19:20:19.819433,997.67,60.22,98.34,31.92,7.1979,0,0,0,3:23:00
2019-10-18 19:21:19.819433,996.29,60.14,98.4,31.89,7.2022,0,0,0,3:24:00
2019-10-18 19:22:19.819433,997.37,60.07,98.5,32.0,7.1978,0,0,0,3:25:00
2019-10-18 19:23:19.819433,1001.51,59.98,98.38,32.09,7.1991,0,0,0,3:26:00
2019-10-18 19:24:19.819433,997.64,59.72,98.25,32.02,7.1982,0,0,0,3:27:00
2019-10-18 19:25:19.819433,1000.86,60.26,97.99,32.03,7.1978,0,0,0,3:28:00
2019-10-18 19:26:19.819433,1000.14,60.14,98.41,31.89,7.1986,0,0,0,3:29:00
2019-10-18 19:27:19.819433,1001.55,59.88,97.92,32.11,7.2021,0,0,0,3:30:00
2019-10-18 19:28:19.819433,1004.36,60.19,98.29,31.94,7.197,0,0,0,3:31:00
2019-10-18 19:29:19.819433,996.42,60.01,98.14,31.88,7.2029,0,0,0,3:32:00
2019-10-18 19:30:19.819433,1003.61,60.09,97.92,32.07,7.2026,0,0,0,3:33:00
2019-10-18 19:31:19.819433,998.36,60.27,97.9,32.06,7.1991,0,0,0,3:34:00
2019-10-18 19:32:19.819433,999.13,59.76,98.25,32.14,7.2034,0,0,0,3:35:00
2019-10-18 19:33:19.819433,1003.58,59.83,97.92,31.85,7.2002,0,0,0,3:36:00
2019-10-18 19:34:19.819433,1003.22,60.16,97.78,31.87,7.2012,0,0,0,3:37:00
2019-10-18 19:35:19.819433,995.64,60.08,97.79,31.89,7.2012,0,0,0,3:38:00
2019-10-18 19:36:19.819433,998.65,60.28,98.17,32.07,7.2005,0,0,0,3:39:00
2019-10-18 19:37:19.819433,999.28,59.71,98.3,31.97,7.1981,0,0,0,3:40:00
2019-10-18 19:38:19.819433,999.3,59.88,98.45,32.15,7.1976,0,0,0,3:41:00
2019-10-18 19:39:19.819433,999.7,60.09,97.93,32.13,7.2013,0,0,0,3:42:00
2019-10-18 19:40:19.819433,998.43,59.83,97.48,32.0,7.1992,0,0,0,3:43:00
2019-10-18 19:41:19.819433,1001.7,60.13,97.78,32.06,7.1999,0,0,0,3:44:00
2019-10-18 19:42:19.819433,996.79,60.24,97.88,32.03,7.1971,0,0,0,3:45:00
2019-10-18 19:43:19.819433,1002.43,59.94,97.48,31.97,7.1999,0,0,0,3:46:00
2019-10-18 19:44:19.819433,1003.79,60.12,97.7,32.0,7.1994,0,0,0,3:47:00
2019-10-18 19:45:19.819433,1000.96,59.78,97.96,32.07,7.2014,0,0,0,3:48:00
2019-10-18 19:46:19.819433,1004.71,59.73,97.36,31.95,7.2002,0,0,0,3:49:00
2019-10-18 19:47:19.819433,995.37,59.77,97.89,31.98,7.1999,0,0,0,3:50:00
2019-10-18 19:48:19.819433,996.17,60.15,97.68,31.86,7.1967,0,0,0,3:51:00
2019-10-18 19:49:19.819433,1002.93,59.89,97.59,31.99,7.2019,0,0,0,3:52:00
2019-10-18 19:50:19.819433,1000.45,59.83,97.88,32.16,7.1977,0,0,0,3:53:00
2019-10-18 19:51:19.819433,995.0,60.11,97.99,32.0,7.1993,0,0,0,3:54:00
2019-10-18 19:52:19.819433,996.28,60.24,97.97,31.87,7.1975,0,0,0,3:55:00
2019-10-18 19:53:19.819433,1004.04,59.74,97.79,31.98,7.1969,0,0,0,3:56:00
2019-10-18 19:54:19.819433,997.29,59.98,97.18,31.97,7.1997,0,0,0,3:57:00
2019-10-18 19:55:19.819433,999.28,60.14,97.4,31.84,7.2033,0,0,0,3:58:00
2019-10-18 19:56:19.819433,1000.76,59.75,97.74,32.13,7.1972,0,0,0,3:59:00
2019-10-18 19:57:19.819433,1004.56,59.99,97.43,32.05,7.2023,0,0,0,4:00:00
2019-10-18 19:58:19.819433,998.87,59.76,96.8,31.93,7.1969,0,0,0,4:01:00
2019-10-18 19:59:19.819433,1002.94,59.93,96.92,31.92,7.2026,0,0,0,4:02:00
2019-10-18 20:00:19.819433,1000.88,60.21,97.53,31.87,7.1968,0,0,0,4:03:00
2019-10-18 20:01:19.819433,1004.59,59.93,97.07,32.16,7.2025,0,0,0,4:04:00
2019-10-18 20:02:19.819433,998.06,59.9,96.68,32.12,7.1986,0,0,0,4:05:00
2019-10-18 20:03:19.819433,1000.47,59.87,97.19,32.16,7.2035,0,0,0,4:06:00
2019-10-18 20:04:19.819433,1002.12,60.16,97.12,31.97,7.1967,0,0,0,4:07:00
2019-10-18 20:05:19.819433,999.02,60.02,97.08,32.03,7.1982,0,0,0,4:08:00
2019-10-18 20:06:19.819433,1003.7,59.79,96.66,31.87,7.2033,0,0,0,4:09:00
2019-10-18 20:07:19.819433,1004.86,59.81,96.54,32.07,7.2032,0,0,0,4:10:00
2019-10-18 20:08:19.819433,1004.72,59.71,96.49,31.97,7.2033,0,0,0,4:11:00
2019-10-18 20:09:19.819433,996.8,59.87,96.42,31.99,7.1996,0,0,0,4:12:00
2019-10-18 20:10:19.819433,999.99,59.8,96.38,31.9,7.2016,0,0,0,4:13:00
2019-10-18 20:11:19.819433,1004.63,60.24,96.82,31.96,7.2034,0,0,0,4:14:00
2019-10-18 20:12:19.819433,998.63,60.19,96.54,31.95,7.2012,0,0,0,4:15:00
2019-10-18 20:13:19.819433,1004.23,60.13,96.45,31.96,7.2026,0,0,0,4:16:00
2019-10-18 20:14:19.819433,995.36,60.0,96.55,31.89,7.2001,0,0,0,4:17:00
2019-10-18 20:15:19.819433,1002.31,59.71,95.94,31.92,7.2031,0,0,0,4:18:00
2019-10-18 20:16:19.819433,1003.93,60.1,96.37,32.08,7.1976,0,0,0,4:19:00
2019-10-18 20:17:19.819433,996.71,59.79,96.47,31.89,7.198,0,0,0,4:20:00
2019-10-18 20:18:19.819433,1001.47,59.89,96.53,31.91,7.2012,0,0,0,4:21:00
2019-10-18 20:19:19.819433,1000.85,60.3,95.99,31.87,7.1991,0,0,0,4:22:00
2019-10-18 20:20:19.819433,996.26,60.11,95.86,31.98,7.2035,0,0,0,4:23:00
2019-10-18 20:21:19.819433,1000.9,60.23,95.97,32.14,7.2031,0,0,0,4:24:00
2019-10-18 20:22:19.819433,997.41,60.03,96.04,31.86,7.2013,0,0,0,4:25:00
2019-10-18 20:23:19.819433,997.81,59.97,96.04,32.12,7.2011,0,0,0,4:26:00
2019-10-18 20:24:19.819433,998.51,59.72,95.68,31.9,7.197,0,0,0,4:27:00
2019-10-18 20:25:19.819433,995.52,59.92,96.0,32.08,7.1991,0,0,0,4:28:00
2019-10-18 20:26:19.819433,1003.89,60.27,95.27,31.87,7.203,0,0,0,4:29:00
2019-10-18 20:27:19.819433,1002.41,60.15,95.94,32.02,7.1995,0,0,0,4:30:00
2019-10-18 20:28:19.819433,996.9,60.16,95.1,32.14,7.1975,0,0,0,4:31:00
2019-10-18 20:29:19.819433,995.17,60.0,95.81,32.11,7.2003,0,0,0,4:32:00
2019-10-18 20:30:19.819433,995.5,60.23,95.25,31.89,7.2033,0,0,0,4:33:00
2019-10-18 20:31:19.819433,998.97,60.25,95.44,32.01,7.2004,0,0,0,4:34:00
2019-10-18 20:32:19.819433,998.92,59.71,95.17,32.13,7.2008,0,0,0,4:35:00
2019-10-18 20:33:19.819433,995.29,60.27,95.1,32.02,7.2023,0,0,0,4:36:00
2019-10-18 20:34:19.819433,996.2,60.12,95.19,31.88,7.1986,0,0,0,4:37:00
2019-10-18 20:35:19.819433,997.9,60.05,94.71,31.88,7.2009,0,0,0,4:38:00
