Timestamp,Agitation [rpm],Airflow [mL/s],DO [%],Temp [C],pH,Feed pump [ml/hr],Base Pump [mL/hr],Antifoam Pump [mL/hr],_EFT
2019-10-18 16:17:19.820198,995.75,59.72,99.96,31.9,7.2023,0,0,0,0:20:00
2019-10-18 16:18:19.820198,1004.56,60.14,99.61,32.16,7.1996,0,0,0,0:21:00
2019-10-18 16:19:19.820198,1003.46,59.74,100.29,32.14,7.2008,0,0,0,0:22:00
2019-10-18 16:20:19.820198,1001.28,60.26,100.02,31.92,7.2005,0,0,0,0:23:00
2019-10-18 16:21:19.820198,1001.7,60.21,100.29,31.85,7.2001,0,0,0,0:24:00
2019-10-18 16:22:19.820198,1004.69,60.05,99.98,31.94,7.1985,0,0,0,0:25:00
2019-10-18 16:23:19.820198,995.69,60.06,100.29,31.86,7.2034,0,0,0,0:26:00
2019-10-18 16:24:19.820198,997.27,60.29,100.28,31.95,7.1987,0,0,0,0:27:00
2019-10-18 16:25:19.820198,1001.43,59.94,100.34,31.86,7.2016,0,0,0,0:28:00
2019-10-18 16:26:19.820198,996.91,60.11,99.76,32.02,7.2011,0,0,0,0:29:00
2019-10-18 16:27:19.820198,1004.3,59.89,100.02,31.97,7.1983,0,0,0,0:30:00
2019-10-18 16:28:19.820198,1004.4,59.92,100.4,31.86,7.2027,0,0,0,0:31:00
2019-10-18 16:29:19.820198,1000.0,59.92,99.43,31.91,7.2032,0,0,0,0:32:00
2019-10-18 16:30:19.820198,998.28,59.98,99.63,32.05,7.1977,0,0,0,0:33:00
2019-10-18 16:31:19.820198,995.18,60.15,99.46,31.9,7.1998,0,0,0,0:34:00
2019-10-18 16:32:19.820198,1003.79,59.85,99.57,32.11,7.199,0,0,0,0:35:00
2019-10-18 16:33:19.820198,998.6,59.93,99.55,32.06,7.1966,0,0,0,0:36:00
2019-10-18 16:34:19.820198,1000.06,59.94,100.31,32.07,7.1988,0,0,0,0:37:00
2019-10-18 16:35:19.820198,1003.04,60.14,99.41,31.94,7.2,0,0,0,0:38:00
2019-10-18 16:36:19.820198,998.56,59.75,99.64,31.88,7.203,0,0,0,0:39:00
2019-10-18 16:37:19.820198,999.17,60.26,100.17,32.06,7.1984,0,0,0,0:40:00
2019-10-18 16:38:19.820198,996.2,59.75,99.6,31.98,7.2018,0,0,0,0:41:00
2019-10-18 16:39:19.820198,1002.35,59.87,99.59,31.85,7.1972,0,0,0,0:42:00
2019-10-18 16:40:19.820198,1003.9,59.81,100.24,31.92,7.2034,0,0,0,0:43:00
2019-10-18 16:41:19.820198,997.3,60.2,99.85,31.86,7.1991,0,0,0,0:44:00
2019-10-18 16:42:19.820198,1001.82,59.7,99.9,31.93,7.1987,0,0,0,0:45:00
2019-10-18 16:43:19.820198,997.31,60.14,100.15,32.14,7.2004,0,0,0,0:46:00
2019-10-18 16:44:19.820198,1000.25,60.2,99.44,32.08,7.1994,0,0,0,0:47:00
2019-10-18 16:45:19.820198,1002.94,60.26,100.31,32.1,7.1968,0,0,0,0:48:00
2019-10-18 16:46:19.820198,1000.75,59.97,100.08,31.89,7.199,0,0,0,0:49:00
2019-10-18 16:47:19.820198,999.18,60.16,99.71,31.95,7.2005,0,0,0,0:50:00
2019-10-18 16:48:19.820198,1000.78,59.96,100.11,31.96,7.2009,0,0,0,0:51:00
2019-10-18 16:49:19.820198,999.35,60.29,100.23,31.91,7.2002,0,0,0,0:52:00
2019-10-18 16:50:19.820198,995.29,59.8,99.69,31.85,7.1991,0,0,0,0:53:00
2019-10-18 16:51:19.820198,999.39,60.01,100.18,32.06,7.1995,0,0,0,0:54:00
2019-10-18 16:52:19.820198,1003.23,59.7,100.07,32.03,7.1992,0,0,0,0:55:00
2019-10-18 16:53:19.820198,995.16,60.27,100.14,32.06,7.1982,0,0,0,0:56:00
2019-10-18 16:54:19.820198,1003.06,59.78,100.01,32.1,7.1973,0,0,0,0:57:00
2019-10-18 16:55:19.820198,998.84,59.88,99.45,32.04,7.1972,0,0,0,0:58:00
2019-10-18 16:56:19.820198,1002.92,60.1,100.32,32.03,7.1966,0,0,0,0:59:00
2019-10-18 16:57:19.820198,996.17,59.81,99.81,31.93,7.1967,0,0,0,1:00:00
2019-10-18 16:58:19.820198,1000.49,60.05,99.9,31.91,7.197,0,0,0,1:01:00
2019-10-18 16:59:19.820198,1000.78,59.8,99.69,32.13,7.198,0,0,0,1:02:00
2019-10-18 17:00:19.820198,1004.47,59.74,99.74,31.9,7.2032,0,0,0,1:03:00
2019-10-18 17:01:19.820198,1000.84,60.08,100.21,31.86,7.1995,0,0,0,1:04:00
2019-10-18 17:02:19.820198,995.17,60.14,99.91,31.92,7.2023,0,0,0,1:05:00
2019-10-18 17:03:19.820198,1000.65,59.86,99.41,32.04,7.1998,0,0,0,1:06:00
2019-10-18 17:04:19.820198,995.71,59.76,100.13,32.06,7.1979,0,0,0,1:07:00
2019-10-18 17:05:19.820198,995.81,60.03,99.49,31.99,7.1981,0,0,0,1:08:00
2019-10-18 17:06:19.820198,996.13,60.22,99.37,32.03,7.2009,0,0,0,1:09:00
2019-10-18 17:07:19.820198,999.42,59.88,99.91,31.88,7.2034,0,0,0,1:10:00
2019-10-18 17:08:19.820198,1003.13,60.03,100.28,31.89,7.2011,0,0,0,1:11:00
2019-10-18 17:09:19.820198,998.92,60.16,99.68,32.04,7.2016,0,0,0,1:12:00
2019-10-18 17:10:19.820198,1002.81,60.01,100.06,31.84,7.1967,0,0,0,1:13:00
2019-10-18 17:11:19.820198,1002.02,59.95,100.05,32.0,7.2004,0,0,0,1:14:00
2019-10-18 17:12:19.820198,995.69,60.07,100.19,31.95,7.1994,0,0,0,1:15:00
2019-10-18 17:13:19.820198,1002.04,59.86,99.36,32.0,7.1974,0,0,0,1:16:00
2019-10-18 17:14:19.820198,1002.51,59.95,99.35,31.91,7.2005,0,0,0,1:17:00
2019-10-18 17:15:19.820198,999.82,60.02,100.19,31.96,7.2019,0,0,0,1:18:00
2019-10-18 17:16:19.820198,999.94,59.87,99.55,31.88,7.1971,0,0,0,1:19:00
2019-10-18 17:17:19.820198,1004.17,59.74,99.69,31.95,7.2011,0,0,0,1:20:00
2019-10-18 17:18:19.820198,1001.69,60.2,99.34,32.16,7.2004,0,0,0,1:21:00
2019-10-18 17:19:19.820198,997.33,59.71,100.11,32.16,7.1985,0,0,0,1:22:00
2019-10-18 17:20:19.820198,1003.7,60.15,99.38,31.89,7.1979,0,0,0,1:23:00
2019-10-18 17:21:19.820198,998.12,60.2,99.93,31.98,7.2021,0,0,0,1:24:00
2019-10-18 17:22:19.820198,995.5,59.93,100.08,32.09,7.1976,0,0,0,1:25:00
2019-10-18 17:23:19.820198,996.85,59.95,100.0,31.93,7.2011,0,0,0,1:26:00
2019-10-18 17:24:19.820198,999.06,60.22,100.2,32.11,7.1991,0,0,0,1:27:00
2019-10-18 17:25:19.820198,999.5,60.05,99.36,31.89,7.1982,0,0,0,1:28:00
2019-10-18 17:26:19.820198,995.92,59.71,99.66,32.05,7.2019,0,0,0,1:29:00
2019-10-18 17:27:19.820198,1000.94,59.71,100.03,31.97,7.201,0,0,0,1:30:00
2019-10-18 17:28:19.820198,997.32,59.77,99.44,32.09,7.1996,0,0,0,1:31:00
2019-10-18 17:29:19.820198,1001.62,59.78,99.46,32.15,7.1986,0,0,0,1:32:00
2019-10-18 17:30:19.820198,998.91,60.23,99.89,31.84,7.1982,0,0,0,1:33:00
2019-10-18 17:31:19.820198,996.71,59.97,99.61,31.98,7.2018,0,0,0,1:34:00
2019-10-18 17:32:19.820198,995.07,59.72,99.29,32.01,7.1976,0,0,0,1:35:00
2019-10-18 17:33:19.820198,1002.2,60.07,99.98,31.87,7.1967,0,0,0,1:36:00
2019-10-18 17:34:19.820198,1003.04,60.03,100.15,32.01,7.1977,0,0,0,1:37:00
2019-10-18 17:35:19.820198,998.91,60.0,99.47,32.07,7.2032,0,0,0,1:38:00
2019-10-18 17:36:19.820198,1001.62,60.04,99.31,31.91,7.1992,0,0,0,1:39:00
2019-10-18 17:37:19.820198,1002.56,59.75,99.64,31.95,7.2023,0,0,0,1:40:00
2019-10-18 17:38:19.820198,1003.02,59.71,99.9,32.14,7.202,0,0,0,1:41:00
2019-10-18 17:39:19.820198,997.62,59.78,99.6,32.05,7.1966,0,0,0,1:42:00
2019-10-18 17:40:19.820198,1001.76,60.26,100.08,31.98,7.1997,0,0,0,1:43:00
2019-10-18 17:41:19.820198,1004.58,59.72,99.55,32.05,7.2016,0,0,0,1:44:00
2019-10-18 17:42:19.820198,1004.01,59.73,99.29,32.05,7.2003,0,0,0,1:45:00
2019-10-18 17:43:19.820198,995.03,60.07,99.45,32.0,7.2015,0,0,0,1:46:00
2019-10-18 17:44:19.820198,1003.82,59.83,99.28,32.03,7.2004,0,0,0,1:47:00
2019-10-18 17:45:19.820198,997.12,60.09,99.8,32.03,7.2026,0,0,0,1:48:00
2019-10-18 17:46:19.820198,997.79,59.94,99.8,32.16,7.1967,0,0,0,1:49:00
2019-10-18 17:47:19.820198,995.53,60.27,99.44,32.0,7.2024,0,0,0,1:50:00
2019-10-18 17:48:19.820198,1001.38,60.19,99.57,32.11,7.2026,0,0,0,1:51:00
2019-10-18 17:49:19.820198,999.3,59.94,99.39,31.93,7.1994,0,0,0,1:52:00
2019-10-18 17:50:19.820198,1004.36,59.98,99.84,32.03,7.201,0,0,0,1:53:00
2019-10-18 17:51:19.820198,1002.71,59.88,99.23,32.14,7.2014,0,0,0,1:54:00
2019-10-18 17:52:19.820198,998.69,59.86,100.08,31.98,7.1981,0,0,0,1:55:00
2019-10-18 17:53:19.820198,1001.51,60.21,99.82,31.86,7.1967,0,0,0,1:56:00
2019-10-18 17:54:19.820198,998.64,59.87,99.37,32.05,7.197,0,0,0,1:57:00
2019-10-18 17:55:19.820198,995.91,59.96,99.39,32.14,7.2,0,0,0,1:58:00
2019-10-18 17:56:19.820198,1003.81,59.79,99.69,32.12,7.1973,0,0,0,1:59:00
2019-10-18 17:57:19.820198,995.14,59.8,99.79,31.97,7.2034,0,0,0,2:00:00
2019-10-18 17:58:19.820198,1001.99,59.83,99.72,32.03,7.2011,0,0,0,2:01:00
2019-10-18 17:59:19.820198,1001.76,60.07,99.82,31.95,7.1984,0,0,0,2:02:00
2019-10-18 18:00:19.820198,995.2,60.03,99.34,31.85,7.2035,0,0,0,2:03:00
2019-10-18 18:01:19.820198,1004.15,59.75,99.65,32.04,7.1973,0,0,0,2:04:00
2019-10-18 18:02:19.820198,995.6,60.0,99.13,31.86,7.1998,0,0,0,2:05:00
2019-10-18 18:03:19.820198,1000.38,59.77,99.69,32.07,7.2009,0,0,0,2:06:00
2019-10-18 18:04:19.820198,998.46,59.9,99.63,32.04,7.197,0,0,0,2:07:00
2019-10-18 18:05:19.820198,1003.85,59.77,99.11,32.06,7.1977,0,0,0,2:08:00
2019-10-18 18:06:19.820198,998.12,59.86,99.97,32.12,7.1996,0,0,0,2:09:00
2019-10-18 18:07:19.820198,995.84,59.86,99.45,31.89,7.1981,0,0,0,2:10:00
2019-10-18 18:08:19.820198,995.59,59.89,99.86,32.07,7.1974,0,0,0,2:11:00
2019-10-18 18:09:19.820198,1004.66,60.28,99.17,32.05,7.1995,0,0,0,2:12:00
2019-10-18 18:10:19.820198,995.58,59.84,99.41,32.04,7.1968,0,0,0,2:13:00
2019-10-18 18:11:19.820198,996.77,59.91,99.82,32.05,7.1976,0,0,0,2:14:00
2019-10-18 18:12:19.820198,995.65,60.19,99.18,31.97,7.1966,0,0,0,2:15:00
2019-10-18 18:13:19.820198,1001.93,60.25,99.05,32.11,7.2,0,0,0,2:16:00
2019-10-18 18:14:19.820198,998.58,59.91,99.62,31.99,7.2024,0,0,0,2:17:00
2019-10-18 18:15:19.820198,1000.01,60.29,99.88,31.85,7.199,0,0,0,2:18:00
2019-10-18 18:16:19.820198,998.78,60.1,99.91,31.88,7.1966,0,0,0,2:19:00
2019-10-18 18:17:19.820198,1002.19,59.85,99.28,32.01,7.2009,0,0,0,2:20:00
2019-10-18 18:18:19.820198,1004.79,59.98,99.43,31.96,7.2012,0,0,0,2:21:00
2019-10-18 18:19:19.820198,1000.95,59.73,99.32,31.93,7.1981,0,0,0,2:22:00
2019-10-18 18:20:19.820198,1000.04,60.0,99.23,31.96,7.1969,0,0,0,2:23:00
2019-10-18 18:21:19.820198,995.72,59.74,99.36,32.15,7.1998,0,0,0,2:24:00
2019-10-18 18:22:19.820198,1002.21,59.93,99.09,31.96,7.2022,0,0,0,2:25:00
2019-10-18 18:23:19.820198,1004.09,60.01,99.28,32.0,7.1974,0,0,0,2:26:00
2019-10-18 18:24:19.820198,1004.8,59.88,99.01,32.1,7.1968,0,0,0,2:27:00
2019-10-18 18:25:19.820198,999.72,60.04,99.52,32.15,7.1999,0,0,0,2:28:00
2019-10-18 18:26:19.820198,1002.44,60.01,99.72,32.09,7.2024,0,0,0,2:29:00
2019-10-18 18:27:19.820198,1000.68,60.2,99.24,31.87,7.1985,0,0,0,2:30:00
2019-10-18 18:28:19.820198,1002.45,60.0,99.36,32.08,7.2029,0,0,0,2:31:00
2019-10-18 18:29:19.820198,1003.96,60.15,99.5,31.9,7.2028,0,0,0,2:32:00
2019-10-18 18:30:19.820198,1001.8,60.11,99.6,31.99,7.2002,0,0,0,2:33:00
2019-10-18 18:31:19.820198,995.32,59.85,98.88,32.04,7.1994,0,0,0,2:34:00
2019-10-18 18:32:19.820198,996.8,60.13,99.79,31.9,7.2013,0,0,0,2:35:00
2019-10-18 18:33:19.820198,1001.54,59.8,99.1,32.1,7.2001,0,0,0,2:36:00
2019-10-18 18:34:19.820198,1002.37,60.18,99.22,31.85,7.2014,0,0,0,2:37:00
2019-10-18 18:35:19.820198,998.98,59.97,99.21,31.98,7.197,0,0,0,2:38:00
2019-10-18 18:36:19.820198,996.11,59.78,99.28,32.09,7.2002,0,0,0,2:39:00
2019-10-18 18:37:19.820198,997.74,60.22,99.66,32.09,7.1998,0,0,0,2:40:00
2019-10-18 18:38:19.820198,1000.54,59.72,99.73,31.96,7.2007,0,0,0,2:41:00
2019-10-18 18:39:19.820198,997.91,60.03,99.5,31.86,7.1989,0,0,0,2:42:00
2019-10-18 18:40:19.820198,1002.13,60.11,98.95,31.88,7.1974,0,0,0,2:43:00
2019-10-18 18:41:19.820198,1003.88,60.18,98.92,31.95,7.2016,0,0,0,2:44:00
2019-10-18 18:42:19.820198,1001.74,59.78,99.08,31.98,7.2025,0,0,0,2:45:00
2019-10-18 18:43:19.820198,1004.06,60.15,98.79,31.95,7.2024,0,0,0,2:46:00
2019-10-18 18:44:19.820198,1000.78,60.06,99.53,31.98,7.1969,0,0,0,2:47:00
2019-10-18 18:45:19.820198,997.87,59.84,99.38,31.9,7.2024,0,0,0,2:48:00
2019-10-18 18:46:19.820198,995.82,60.05,99.55,32.03,7.1966,0,0,0,2:49:00
2019-10-18 18:47:19.820198,1001.18,60.03,99.16,32.02,7.2034,0,0,0,2:50:00
2019-10-18 18:48:19.820198,997.29,60.12,99.52,31.85,7.203,0,0,0,2:51:00
2019-10-18 18:49:19.820198,1003.13,60.0,99.53,32.12,7.1987,0,0,0,2:52:00
2019-10-18 18:50:19.820198,1001.76,59.71,98.96,31.93,7.1993,0,0,0,2:53:00
2019-10-18 18:51:19.820198,999.57,59.8,99.48,31.94,7.1995,0,0,0,2:54:00
2019-10-18 18:52:19.820198,996.63,59.88,98.73,31.85,7.2011,0,0,0,2:55:00
2019-10-18 18:53:19.820198,999.39,59.82,99.04,32.16,7.2021,0,0,0,2:56:00
2019-10-18 18:54:19.820198,1004.88,60.28,98.93,32.12,7.2033,0,0,0,2:57:00
2019-10-18 18:55:19.820198,1001.61,60.04,98.96,31.98,7.1968,0,0,0,2:58:00
2019-10-18 18:56:19.820198,1002.53,59.71,99.44,31.89,7.1987,0,0,0,2:59:00
2019-10-18 18:57:19.820198,996.94,59.84,99.35,32.07,7.1975,0,0,0,3:00:00
2019-10-18 18:58:19.820198,995.93,59.86,99.35,32.1,7.1978,0,0,0,3:01:00
2019-10-18 18:59:19.820198,1003.97,60.13,99.32,32.13,7.203,0,0,0,3:02:00
2019-10-18 19:00:19.820198,1001.38,60.27,98.61,32.14,7.2014,0,0,0,3:03:00
2019-10-18 19:01:19.820198,1000.39,60.09,98.96,32.11,7.1978,0,0,0,3:04:00
2019-10-18 19:02:19.820198,1003.39,60.22,99.14,32.04,7.2032,0,0,0,3:05:00
2019-10-18 19:03:19.820198,1002.02,59.9,98.99,32.12,7.1978,0,0,0,3:06:00
2019-10-18 19:04:19.820198,998.72,60.12,98.7,32.1,7.1967,0,0,0,3:07:00
2019-10-18 19:05:19.820198,1001.4,59.86,99.02,32.01,7.2013,0,0,0,3:08:00
2019-10-18 19:06:19.820198,998.74,59.87,98.89,32.07,7.1989,0,0,0,3:09:00
2019-10-18 19:07:19.820198,1004.47,59.83,99.22,32.02,7.2005,0,0,0,3:10:00
2019-10-18 19:08:19.820198,1001.53,60.03,98.9,31.96,7.1981,0,0,0,3:11:00
2019-10-18 19:09:19.820198,1004.27,59.89,98.73,32.01,7.1972,0,0,0,3:12:00
2019-10-18 19:10:19.820198,1003.18,59.74,98.83,32.07,7.2031,0,0,0,3:13:00
2019-10-18 19:11:19.820198,1000.26,59.98,99.13,32.02,7.1968,0,0,0,3:14:00
2019-10-18 19:12:19.820198,1003.0,59.96,98.86,32.04,7.2001,0,0,0,3:15:00
2019-10-18 19:13:19.820198,997.16,60.11,99.08,32.04,7.1995,0,0,0,3:16:00
2019-10-18 19:14:19.820198,999.58,59.79,98.51,32.06,7.1997,0,0,0,3:17:00
2019-10-18 19:15:19.820198,1004.07,60.26,98.94,31.91,7.1989,0,0,0,3:18:00
2019-10-18 19:16:19.820198,1001.26,60.26,98.55,31.99,7.2,0,0,0,3:19:00
2019-10-18 19:17:19.820198,996.95,60.28,99.07,32.09,7.199,0,0,0,3:20:00
2019-10-18 19:18:19.820198,1003.12,59.88,98.69,31.99,7.1994,0,0,0,3:21:00
2019-10-18 19:19:19.820198,1002.8,60.03,98.4,32.06,7.1967,0,0,0,3:22:00
2019-10-18 19:20:19.820198,1000.86,60.24,98.1,32.01,7.2033,0,0,0,3:23:00
2019-10-18 19:21:19.820198,1003.05,59.91,98.94,32.09,7.2007,0,0,0,3:24:00
2019-10-18 19:22:19.820198,999.91,59.86,98.5,32.05,7.1965,0,0,0,3:25:00
2019-10-18 19:23:19.820198,998.38,59.71,98.9,32.14,7.2008,0,0,0,3:26:00
2019-10-18 19:24:19.820198,1003.97,59.82,98.45,32.13,7.1969,0,0,0,3:27:00
2019-10-18 19:25:19.820198,1001.08,59.92,98.27,32.05,7.1976,0,0,0,3:28:00
2019-10-18 19:26:19.820198,999.43,60.06,97.99,31.96,7.2003,0,0,0,3:29:00
2019-10-18 19:27:19.820198,999.74,59.85,98.32,32.0,7.2032,0,0,0,3:30:00
2019-10-18 19:28:19.820198,998.05,60.13,98.69,31.95,7.202,0,0,0,3:31:00
2019-10-18 19:29:19.820198,995.7,59.98,98.39,31.93,7.2012,0,0,0,3:32:00
2019-10-18 19:30:19.820198,1001.35,60.17,98.33,31.89,7.1979,0,0,0,3:33:00
2019-10-18 19:31:19.820198,1000.0,59.92,98.25,32.03,7.1969,0,0,0,3:34:00
2019-10-18 19:32:19.820198,995.36,59.74,98.11,32.06,7.2035,0,0,0,3:35:00
2019-10-18 19:33:19.820198,997.59,60.2,97.85,31.9,7.1999,0,0,0,3:36:00
2019-10-18 19:34:19.820198,999.84,60.24,97.82,31.97,7.2026,0,0,0,3:37:00
2019-10-18 19:35:19.820198,1004.78,60.28,97.96,32.13,7.2026,0,0,0,3:38:00
2019-10-18 19:36:19.820198,1004.74,60.15,98.52,31.98,7.1981,0,0,0,3:39:00
2019-10-18 19:37:19.820198,995.21,60.0,97.65,32.15,7.2005,0,0,0,3:40:00
2019-10-18 19:38:19.820198,997.6,59.85,98.33,32.05,7.1967,0,0,0,3:41:00
2019-10-18 19:39:19.820198,1003.89,59.77,97.76,31.84,7.1986,0,0,0,3:42:00
2019-10-18 19:40:19.820198,1001.62,59.8,97.98,31.92,7.1974,0,0,0,3:43:00
2019-10-18 19:41:19.820198,1004.79,60.18,97.52,32.03,7.1979,0,0,0,3:44:00
2019-10-18 19:42:19.820198,1003.69,60.01,97.48,32.11,7.2011,0,0,0,3:45:00
2019-10-18 19:43:19.820198,998.64,59.73,97.47,32.14,7.2001,0,0,0,3:46:00
2019-10-18 19:44:19.820198,1003.73,60.19,97.8,31.95,7.1997,0,0,0,3:47:00
2019-10-18 19:45:19.820198,1004.77,60.17,98.26,31.97,7.2013,0,0,0,3:48:00
2019-10-18 19:46:19.820198,996.13,59.94,97.83,31.91,7.2017,0,0,0,3:49:00
2019-10-18 19:47:19.820198,1001.29,59.82,97.78,32.1,7.2003,0,0,0,3:50:00
2019-10-18 19:48:19.820198,1003.28,59.73,97.7,31.89,7.2029,0,0,0,3:51:00
2019-10-18 19:49:19.820198,1000.76,60.29,97.88,31.93,7.2012,0,0,0,3:52:00
2019-10-18 19:50:19.820198,996.05,60.25,97.47,31.95,7.2023,0,0,0,3:53:00
2019-10-18 19:51:19.820198,1002.96,60.03,97.39,31.85,7.1979,0,0,0,3:54:00
2019-10-18 19:52:19.820198,1002.12,60.23,97.15,32.04,7.197,0,0,0,3:55:00
2019-10-18 19:53:19.820198,1001.45,60.21,97.69,31.98,7.2018,0,0,0,3:56:00
2019-10-18 19:54:19.820198,996.52,59.88,97.33,32.03,7.1973,0,0,0,3:57:00
2019-10-18 19:55:19.820198,1001.24,60.18,97.32,32.06,7.202,0,0,0,3:58:00
2019-10-18 19:56:19.820198,999.4,60.16,97.09,31.89,7.1978,0,0,0,3:59:00
2019-10-18 19:57:19.820198,1004.42,60.1,97.54,32.06,7.1978,0,0,0,4:00:00
2019-10-18 19:58:19.820198,1003.34,59.97,97.53,31.92,7.1965,0,0,0,4:01:00
2019-10-18 19:59:19.820198,1003.88,60.12,96.83,31.9,7.198,0,0,0,4:02:00
2019-10-18 20:00:19.820198,999.0,60.01,97.09,31.94,7.1989,0,0,0,4:03:00
2019-10-18 20:01:19.820198,1002.67,59.97,97.54,31.87,7.1976,0,0,0,4:04:00
2019-10-18 20:02:19.820198,999.54,60.17,96.94,32.02,7.199,0,0,0,4:05:00
2019-10-18 20:03:19.820198,1004.39,59.85,96.51,32.03,7.2025,0,0,0,4:06:00
2019-10-18 20:04:19.820198,1004.34,59.93,97.08,31.99,7.1989,0,0,0,4:07:00
2019-10-18 20:05:19.820198,995.86,60.06,96.68,32.09,7.2007,0,0,0,4:08:00
2019-10-18 20:06:19.820198,997.84,60.27,97.17,31.98,7.2008,0,0,0,4:09:00
2019-10-18 20:07:19.820198,1002.02,60.06,96.83,31.9,7.1978,0,0,0,4:10:00
2019-10-18 20:08:19.820198,1004.74,60.28,96.59,32.1,7.2016,0,0,0,4:11:00
2019-10-18 20:09:19.820198,998.77,59.93,96.62,32.1,7.1987,0,0,0,4:12:00
2019-10-18 20:10:19.820198,998.17,60.18,96.15,31.91,7.1993,0,0,0,4:13:00
2019-10-18 20:11:19.820198,997.25,59.99,96.5,31.94,7.1973,0,0,0,4:14:00
2019-10-18 20:12:19.820198,1003.12,59.91,96.32,32.0,7.2006,0,0,0,4:15:00
2019-10-18 20:13:19.820198,998.72,60.23,96.74,32.04,7.2001,0,0,0,4:16:00
2019-10-18 20:14:19.820198,999.9,60.04,96.86,32.11,7.1978,0,0,0,4:17:00
2019-10-18 20:15:19.820198,1004.99,60.22,96.48,31.9,7.2003,0,0,0,4:18:00
2019-10-18 20:16:19.820198,1002.93,59.93,96.19,32.05,7.2011,0,0,0,4:19:00
2019-10-18 20:17:19.820198,1002.86,60.0,95.73,31.99,7.1969,0,0,0,4:20:00
2019-10-18 20:18:19.820198,997.21,59.9,96.17,31.87,7.1985,0,0,0,4:21:00
2019-10-18 20:19:19.820198,995.44,59.78,95.79,31.9,7.2021,0,0,0,4:22:00
2019-10-18 20:20:19.820198,1000.65,59.89,96.18,31.93,7.2007,0,0,0,4:23:00
2019-10-18 20:21:19.820198,999.14,60.04,95.61,32.0,7.2,0,0,0,4:24:00
2019-10-18 20:22:19.820198,998.37,60.21,96.16,32.15,7.199,0,0,0,4:25:00
2019-10-18 20:23:19.820198,1004.75,60.24,96.02,32.02,7.2035,0,0,0,4:26:00
2019-10-18 20:24:19.820198,1000.75,60.27,95.5,32.01,7.2011,0,0,0,4:27:00
2019-10-18 20:25:19.820198,1000.26,60.23,95.52,31.96,7.199,0,0,0,4:28:00
2019-10-18 20:26:19.820198,996.2,59.82,95.24,32.15,7.1998,0,0,0,4:29:00
2019-10-18 20:27:19.820198,1003.53,59.94,95.39,31.87,7.1986,0,0,0,4:30:00
2019-10-18 20:28:19.820198,1004.07,60.16,95.89,31.97,7.1987,0,0,0,4:31:00
2019-10-18 20:29:19.820198,998.65,59.86,95.3,32.08,7.2022,0,0,0,4:32:00
2019-10-18 20:30:19.820198,996.36,59.91,95.47,32.08,7.1978,0,0,0,4:33:00
2019-10-18 20:31:19.820198,1002.86,60.16,95.67,31.86,7.1988,0,0,0,4:34:00
2019-10-18 20:32:19.820198,1000.99,59.74,95.26,31.89,7.1979,0,0,0,4:35:00
2019-10-18 20:33:19.820198,999.77,60.18,95.26,31.98,7.2016,0,0,0,4:36:00
2019-10-18 20:34:19.820198,997.61,59.78,94.89,32.02,7.2017,0,0,0,4:37:00
